gene	SRR1039508	SRR1039509	SRR1039512	SRR1039513	SRR1039516	SRR1039517	SRR1039520	SRR1039521
CU151838.1	0	0	0	0	0	0	0	0
AC011516.2	0	0	0	0	0	0	0	0
PRED62	8	17	10	5	0	1	3	13
AC244394.1	0	0	0	0	0	0	0	0
AP001094.1	0	0	0	0	0	0	0	0
AC018766.6	1	1	3	1	2	1	1	3
CTD-2619J13.9	23	23	32	15	18	21	19	31
RP11-247A12.8	0	0	0	0	0	0	0	0
CTC-244M17.1	1	0	0	0	0	0	0	0
CTC-344H19.6	0	1	0	0	0	0	0	0
AC067969.2	0	0	0	0	0	0	0	0
CTD-3032J10.2	0	1	0	0	0	0	0	0
CTD-2017D11.3	0	0	0	0	0	1	1	0
AL441883.1	0	1	0	0	0	0	0	0
NAPA-AS1	7	7	15	5	18	10	10	9
TOP1P1	0	0	0	0	0	0	0	0
OR5AH1P	0	0	0	0	0	0	0	0
AC004466.1	1	2	2	1	1	2	1	0
AC006539.3	2	0	2	0	0	2	1	0
AC087239.1	0	0	1	0	0	0	0	0
RP11-805I24.4	0	0	0	0	0	0	0	0
AC016885.1	1	0	2	2	1	0	0	0
RP11-678G14.2	0	0	1	2	4	1	3	1
AC104534.3	0	0	0	0	0	0	0	0
AC051642.1	0	0	0	0	0	0	0	0
CTC-429P9.2	33	41	45	20	49	63	50	37
AC093063.2	0	0	0	0	0	0	0	0
AC244102.1	0	0	0	0	0	0	0	0
AC078925.1	0	0	9	0	0	0	0	8
AC022154.7	5	9	4	1	5	8	4	5
CTC-429C10.2	1	1	2	0	0	4	2	0
AP000688.1	1	2	1	0	1	0	0	0
ZNF725P	0	0	0	0	0	0	0	0
CYP2G2P	0	0	0	0	0	0	0	0
RP11-369G6.2	0	0	0	0	1	0	0	0
AC003005.4	0	0	0	0	0	0	0	0
CTB-60B18.12	0	0	0	0	1	0	0	0
AL031663.1	0	0	0	0	0	0	0	0
CTD-3149D2.4	0	0	0	0	0	0	0	0
CTD-2561J22.5	0	2	6	7	3	7	4	2
CTD-3193O13.11	0	0	0	0	0	0	0	0
AC091948.1	0	0	0	0	0	0	1	0
RP11-91G21.1	0	0	0	0	1	0	0	0
AL137002.1	0	0	0	0	0	0	0	0
AC003002.4	0	0	0	0	0	0	0	0
AL606500.1	0	0	0	0	0	0	0	0
NIFKP6	0	0	0	0	0	0	0	0
AL590483.1	0	0	0	0	0	0	0	0
VN1R91P	0	0	0	0	0	0	0	0
CTD-3193O13.13	0	0	0	0	0	0	0	0
AC005176.2	0	0	0	0	0	1	0	0
AL591806.1	0	0	0	0	0	0	0	0
AL161450.1	0	0	0	0	0	0	0	0
FKSG61	2	0	0	0	1	0	1	0
AC010524.4	3	0	1	0	0	0	1	0
HBCBP	0	0	0	0	0	0	0	0
AC004076.9	1	0	1	2	1	2	1	0
CTD-2337J16.1	0	0	0	0	0	2	0	0
CTC-471F3.6	9	2	14	5	18	8	9	4
AC073342.1	0	0	0	0	0	0	0	0
AC068620.1	1	1	5	0	3	1	0	2
AL590452.1	1	5	3	0	1	17	1	2
AC117395.1	26	12	25	6	16	19	28	11
AL645608.1	0	1	0	0	2	0	0	0
AC073188.1	0	0	0	0	0	0	0	0
SMIM17	1	7	3	4	6	3	7	1
CTC-241F20.4	0	1	0	0	1	0	0	0
AC118758.4	0	0	0	0	0	0	0	0
AC005785.2	0	3	2	2	2	4	0	2
CTD-2396E7.10	0	0	0	0	0	0	0	0
AP002956.1	0	0	0	0	0	0	0	0
AC002985.3	0	0	0	0	0	0	0	0
LINC01101	0	0	0	0	0	0	0	0
CTD-3137H5.1	0	1	0	1	1	1	0	0
CTD-3138B18.6	3	4	4	2	12	6	4	2
CTD-2396E7.9	0	0	0	0	0	0	0	0
CTD-3214H19.6	0	0	0	0	0	0	1	1
CTC-444N24.11	99	107	116	130	105	69	90	65
AC061975.10	0	0	0	0	0	0	0	0
AC008372.1	1	0	2	0	1	1	0	2
RP11-618I10.3	0	0	0	0	0	0	0	0
AL359091.2	0	1	5	0	9	5	5	1
AC008387.1	0	0	0	0	0	0	0	0
AC137932.1	8	7	12	8	17	19	12	8
RP11-379K17.12	0	0	0	0	0	0	0	0
EEF1A1P7	9	7	4	0	5	8	4	7
ARL14EPL	0	0	0	1	0	0	0	0
CTD-2331H12.5	11	10	26	11	13	16	23	17
CTD-2619J13.8	13	13	30	21	11	21	28	24
CTD-2560K21.6	0	0	0	0	0	0	0	0
AL162415.2	0	1	1	0	1	0	0	0
AC234791.1	0	0	0	0	0	0	0	0
IGFL1P2	0	0	0	0	0	0	0	0
RP11-678G14.4	0	0	0	0	0	0	1	0
AC018470.1	0	0	0	0	0	0	0	0
AC131935.1	0	0	0	0	0	0	0	0
AC005176.3	0	0	0	0	0	0	0	0
AC118758.5	0	0	0	0	0	0	0	0
AC232271.1	0	0	0	0	0	0	0	0
AIRN	0	0	0	0	0	0	0	0
CTC-246B18.8	0	0	2	0	0	0	0	0
AP000304.1	2	0	2	0	0	3	3	1
AC003005.2	0	0	0	0	2	3	2	0
SIGLEC29P	0	0	0	0	0	0	0	0
AL035588.1	0	0	0	0	0	0	0	0
AL590523.1	0	0	0	0	0	1	0	0
RP11-434D12.1	16	14	9	7	19	18	10	12
AC008914.1	0	0	0	0	0	0	0	0
CTD-2620I22.2	0	4	2	3	0	5	4	2
CTB-60B18.18	0	0	0	0	1	0	0	0
RP11-98D18.16	2	0	0	1	1	0	0	0
CTD-2528A14.3	0	0	0	0	0	0	0	0
AC006547.15	0	0	0	0	0	0	0	0
CTD-2623H2.7	0	0	0	0	0	0	0	0
RP11-248B24.4	0	0	0	0	0	0	0	0
CTD-2579N5.3	0	0	0	0	0	0	0	0
CLEC4GP1	0	0	0	0	0	0	0	0
AC018630.1	0	0	1	0	2	0	0	0
AL035252.1	0	0	0	0	0	0	0	0
CTD-2619J13.13	0	2	0	0	1	0	0	0
CTD-3222D19.11	0	0	0	0	0	0	0	0
AC087645.1	0	0	0	0	0	0	0	0
AC119673.1	0	0	0	0	0	0	0	0
AC006272.2	0	0	0	0	0	0	0	0
AC026461.1	0	0	0	0	0	0	0	0
CTD-3187F8.11	0	0	0	0	0	0	0	0
AC240565.1	0	0	0	0	0	0	0	0
CTD-3030D20.2	1	0	0	0	0	0	0	0
LUZPP1	1	0	0	1	0	0	0	0
C15ORF31	0	0	0	0	0	0	1	0
AC019206.1	1	0	1	0	0	1	0	0
AC211486.1	0	0	0	0	0	0	0	0
AL035406.1	0	0	0	0	0	0	0	0
RP4-806M20.3	1	2	5	0	3	3	1	1
SIGLEC20P	0	0	0	0	0	0	0	0
RP3-477O4.16	0	0	1	0	0	5	1	2
L47234.1	0	0	0	0	0	0	0	0
CTD-2340F8.1	0	1	1	0	1	0	0	0
AC012414.1	0	0	0	0	0	0	0	1
AL138815.2	0	0	0	0	0	0	0	0
AP001888.1	0	0	0	0	0	0	0	0
AC007228.5	0	0	0	0	0	0	0	0
VN1R81P	1	1	4	2	2	2	2	2
EPB41L4A-AS2	0	0	1	0	0	0	1	1
L34079.2	0	0	0	0	0	0	0	0
CTD-2017D11.1	15	7	18	8	62	50	18	34
SMC5-AS1	8	3	14	9	11	19	6	6
AL646016.1	0	0	0	0	0	1	0	0
CTC-492K19.4	3	0	1	0	1	5	1	1
AC126614.1	0	0	0	0	0	0	0	0
CTD-2568A17.8	0	0	0	0	0	0	0	0
CTC-360J11.4	1	0	0	0	3	0	0	0
AL590714.1	0	0	0	0	0	0	0	0
FENDRR	1798	1308	1500	544	2614	2535	1296	907
CTC-518B2.10	0	0	0	0	0	0	0	0
RP11-241F15.6	0	0	0	0	0	0	0	1
AC003682.16	3	1	0	1	1	2	2	1
AC012485.1	0	0	0	0	0	0	0	0
AC008443.1	0	0	0	0	0	0	0	0
CTD-3214H19.4	1	0	0	0	0	0	0	0
CTC-344H19.4	7	0	0	0	2	3	0	0
AL031320.1	6	2	11	1	14	10	16	5
AC132192.1	7	1	6	3	2	3	2	2
AC006115.6	0	0	0	0	0	0	0	0
AC013449.1	26	19	24	13	18	27	9	8
AC003043.1	0	0	0	0	0	0	0	0
AL035422.2	0	0	0	0	0	0	0	0
AC233300.1	0	0	0	0	0	0	0	0
AL355531.2	0	0	0	0	0	0	0	0
AC011551.3	2	0	0	1	0	1	0	1
AC008948.1	0	0	0	0	0	0	0	0
AL022328.1	0	0	0	0	0	0	0	0
AC235953.1	0	0	0	0	0	0	0	0
AC026407.1	0	0	0	0	0	0	0	0
RP11-420K14.2	0	0	0	0	0	0	0	0
AC011530.4	0	0	0	0	0	0	0	0
CTD-2607J13.1	1	0	0	0	0	0	0	0
HAVCR1P1	5	1	1	3	6	3	0	1
RP11-359H18.2	0	0	0	0	0	0	0	0
AL160175.1	0	0	0	1	1	0	0	0
CTC-471J1.9	1	0	0	0	0	0	1	0
AC006262.6	2	0	1	1	2	1	0	2
AC007204.1	0	0	1	0	1	0	0	0
CTC-273B12.7	0	0	0	0	0	0	0	0
AL132989.1	3	3	3	2	3	4	5	3
AP000889.3	0	0	0	0	0	0	0	0
RP11-15H20.3	0	0	0	0	0	0	0	1
DNAH17-AS1	0	0	0	0	0	0	0	0
MIR4453	43	31	38	10	57	61	43	31
AP002884.2	0	0	0	0	2	1	0	0
RP11-158I3.1	2	0	0	0	1	0	0	0
CTC-435M10.6	0	0	0	0	0	0	0	0
AL160274.1	0	0	0	0	0	0	0	0
RPL7AP69	0	0	0	0	0	0	0	1
AC087477.1	0	1	2	0	1	3	0	0
AC104841.2	0	0	0	0	0	0	0	0
FP885535.1	0	0	0	0	0	0	0	0
AC018512.1	0	0	0	0	0	0	0	0
CTB-102L5.8	0	0	1	0	2	3	1	0
AC007421.1	0	0	2	0	0	0	1	0
RP11-805I24.3	7	9	19	6	21	37	10	5
AC026202.1	0	0	0	0	0	0	0	0
IFNL3P1	0	0	0	0	0	0	0	0
CTD-3138B18.5	33	25	63	12	59	64	39	26
CTD-2545M3.8	3	6	4	2	2	4	4	3
AC073528.1	0	0	0	0	0	0	0	0
CTD-2616J11.10	0	3	0	0	1	1	6	1
VN1R83P	7	7	8	2	7	15	8	4
CTB-59C6.3	0	0	0	0	0	0	0	0
CYP2T3P	1	2	2	0	1	1	2	0
CTC-273B12.5	0	0	0	0	0	0	0	0
DKFZP547L112	0	0	0	0	0	0	0	1
RP11-514D23.1	1	1	0	0	0	0	0	0
AC004076.7	0	1	1	1	1	2	4	3
AC005523.3	1	0	1	1	1	0	1	0
AC109583.1	0	2	1	0	0	3	0	0
KIAA1658	3	1	2	0	1	0	1	0
VN1R88P	0	0	0	0	0	0	0	0
CTD-2619J13.16	10	9	13	6	13	22	9	15
RP11-277L2.4	0	1	0	0	0	0	0	2
VN1R107P	3	0	2	2	1	2	1	1
RP11-295P9.8	4	1	3	3	5	2	4	4
AC090427.1	2	0	0	0	0	0	1	0
AL109927.1	0	0	0	0	0	0	0	0
AC027309.1	0	0	0	0	0	0	1	0
RP11-353N4.7	2	1	4	1	3	5	4	1
RP11-678G14.3	0	1	0	0	0	0	0	0
AC012360.1	0	1	0	0	1	0	0	0
AC003956.1	0	1	2	3	0	0	1	2
AC005339.2	0	0	0	0	0	0	0	0
RP11-687D19.1	0	0	0	0	0	0	0	0
AC007228.9	79	97	59	54	74	121	34	64
RP11-158H5.7	11	12	10	9	9	7	13	11
RP1-283E3.8	83	49	90	46	79	60	134	140
AC239811.1	0	0	0	0	0	0	0	0
AL354718.1	7	2	8	3	8	10	3	11
RP11-514A9.1	0	0	0	0	0	0	0	0
SIGLEC18P	0	0	0	0	0	0	0	0
CTC-453G23.8	0	0	0	0	4	1	0	0
RP11-464F9.20	9	1	4	2	2	2	1	0
CTC-457E21.7	0	0	0	0	0	0	0	0
BAGE5	0	0	0	0	0	0	0	0
RP11-244K5.8	12	14	12	4	6	13	10	7
CTD-2611O12.6	0	0	2	0	1	3	0	1
CTD-3187F8.2	0	0	0	0	0	0	0	0
VN1R80P	1	0	1	1	0	0	1	1
AC115522.3	0	2	1	1	2	7	0	0
AP002353.1	0	0	0	0	0	0	0	0
RP11-316O14.1	2	0	0	0	0	1	0	0
CTB-50E14.4	0	0	0	0	0	0	0	0
CTD-2620I22.7	10	6	11	7	12	12	5	7
CTD-2207O23.10	0	0	0	0	0	0	0	0
RP11-65J3.15	4	2	8	3	7	2	7	4
AC092316.1	0	0	0	0	0	0	0	0
AC006262.5	0	0	0	0	0	1	0	0
CTB-52I2.3	0	0	0	0	0	0	0	0
AC243428.1	0	0	0	0	0	0	0	0
AC103809.2	0	0	0	0	0	0	0	0
AL121761.2	0	1	0	0	0	0	0	0
AC073657.1	0	2	0	0	1	1	0	0
AC233299.1	0	0	0	0	0	0	0	0
DKFZP434E1119	0	0	0	0	0	1	0	0
CTB-33G10.11	0	0	0	0	0	0	0	0
CR753820.1	0	0	0	0	0	0	0	0
AC026369.1	0	0	0	0	0	0	0	0
AC006486.9	0	0	0	0	0	0	0	0
MIR296	1	1	2	2	2	1	2	1
AC068499.10	5	2	4	2	5	1	4	1
CTD-3187F8.7	0	0	0	0	0	0	0	0
MIMT1	1	1	1	2	1	0	0	0
CTB-60B18.10	1	1	0	0	3	0	0	0
AC110084.1	2	1	0	0	1	4	3	0
AL133373.1	0	0	0	0	0	0	0	0
LINC00664	5	0	0	0	6	2	7	1
RP11-310J24.3	0	0	0	0	0	0	0	0
LETM1P2	3	0	0	0	2	1	2	1
AL596220.1	0	0	0	0	0	0	0	0
WBP1LP6	0	0	0	0	0	0	0	0
CTB-60B18.17	0	0	0	0	0	0	0	0
CTD-2622I13.3	4	10	7	2	9	10	2	7
LLNLR-249E10.1	0	0	0	0	0	0	0	0
FAM231B	0	0	0	0	0	0	0	1
CTB-33G10.6	0	0	0	0	0	0	0	0
CTC-444N24.13	1	4	1	1	1	4	3	4
AC233294.1	0	0	0	0	0	0	0	0
COX6CP7	0	0	0	0	0	0	0	0
CTD-2553L13.4	0	0	0	0	1	0	1	1
CTB-31C7.3	0	0	0	0	0	0	0	0
AC010524.2	2	2	2	2	0	0	1	1
AC007382.1	7	3	5	4	7	6	3	4
ZNF723	0	0	0	0	0	0	0	0
AL049829.1	0	0	0	0	0	0	0	0
CTD-2561J22.6	0	1	0	0	4	0	3	2
AC009802.1	0	0	0	0	0	0	0	0
RP11-247A12.7	5	0	1	1	4	1	4	2
BX088651.2	0	0	0	0	0	0	0	0
CTD-2616J11.15	0	0	0	0	0	0	0	0
CTC-444N24.8	20	17	22	21	24	13	13	13
CTD-2287O16.3	0	0	0	0	0	0	0	0
AC055736.1	0	0	0	0	0	0	0	0
AC025811.1	0	0	0	0	0	0	0	0
AL671561.1	0	0	0	0	0	0	0	0
RP11-588H23.5	0	0	0	0	0	0	0	0
CTC-444N24.9	5	0	2	5	4	11	2	5
BX001040.1	0	0	0	0	0	0	0	0
CTD-2105E13.14	0	0	0	0	0	0	0	0
AC022819.2	0	0	0	0	0	0	0	0
CTD-2561J22.1	4	3	0	0	2	2	0	3
AL139080.1	0	1	0	0	1	0	0	0
RP11-1281K21.6	0	1	0	0	0	0	0	2
CTC-518B2.12	0	0	0	0	0	0	0	0
CTD-2396E7.7	0	0	0	0	0	0	0	0
CTD-2538G9.5	2	2	3	2	4	5	3	2
CTD-3105H18.14	0	0	1	0	0	0	2	0
RP11-298J23.9	0	0	0	0	0	0	0	0
CTD-2571L23.8	2	1	1	1	2	2	1	1
CTD-3030D20.1	0	1	0	0	2	0	0	0
CTD-2583A14.10	0	0	0	0	0	0	0	0
SCGB1B2P	3	2	7	6	7	4	5	2
LINC01081	8	2	15	10	11	10	10	3
AC104534.2	2	3	2	1	3	3	4	2
EMR4P	0	0	0	0	0	0	0	0
AC135983.2	0	0	0	1	0	1	0	0
AC018630.2	0	0	0	0	0	0	0	0
CTC-450M9.1	0	0	0	0	0	0	0	0
CTD-3073N11.9	0	0	0	0	0	0	0	0
AL590235.1	0	0	0	0	0	0	0	0
MGC2752	0	0	0	0	0	0	0	0
RPL7P50	0	0	0	0	0	0	0	0
AC115618.2	0	0	0	0	0	0	0	0
AC110615.1	0	0	0	0	0	0	0	0
VN1R87P	0	0	0	0	0	0	0	0
CTC-429P9.4	0	0	0	0	0	0	0	0
AC093323.1	0	0	0	0	0	0	0	0
VN1R90P	0	0	0	0	0	0	0	0
AC231645.1	0	0	0	0	0	0	0	0
CTC-490E21.12	0	0	0	0	0	0	0	0
AC027307.3	15	10	8	4	12	10	13	5
RP11-321E2.13	1	5	0	0	0	0	0	0
AC112205.1	0	0	0	0	0	0	0	0
RP11-704M14.2	0	0	0	0	0	0	0	0
RP11-542M13.3	0	0	0	0	0	0	0	0
PRED57	0	0	1	0	0	3	0	1
AC012360.2	0	0	0	0	0	0	0	0
AC007193.9	0	0	0	0	0	0	0	0
RP1-102K2.8	7	1	6	0	2	0	7	0
AL049747.1	0	0	0	0	0	0	0	0
AL590812.1	0	1	1	0	0	0	0	0
AC068039.1	1	0	0	2	1	2	3	0
AC011298.1	0	0	0	0	0	0	0	0
CTC-457E21.6	0	0	0	0	0	0	0	0
AC025811.2	0	0	0	0	0	0	0	0
OR7A1P	0	0	0	0	0	0	0	0
LA16c-OS12.2	4	2	5	1	1	3	0	1
AC027228.1	1	1	1	0	3	0	2	5
CTD-3073N11.7	0	0	0	0	0	0	0	0
CTD-2245F17.2	5	0	6	2	6	4	3	3
AC118758.6	0	0	0	0	0	0	0	0
RP11-1137G4.3	0	0	0	0	0	0	0	0
AC018867.2	0	0	0	0	0	0	0	0
SIGLEC31P	0	0	0	0	0	0	0	0
SIGLEC22P	0	0	0	0	0	0	0	0
AL162851.1	0	1	0	0	1	0	0	0
AC132872.2	10	13	14	5	16	34	7	7
CTD-2545M3.2	0	0	0	0	0	0	0	0
AP001579.1	3	4	12	5	7	11	5	7
AC011308.1	0	0	0	0	0	0	0	0
C20ORF135	0	0	0	0	0	0	0	0
CTD-2207O23.3	0	0	0	0	0	0	0	0
AC135048.1	0	0	0	0	0	0	0	0
CTB-167G5.5	0	0	0	0	0	0	0	0
AC026310.1	6	9	9	13	8	20	16	19
AC020915.2	2	0	0	1	1	0	0	1
ESPNP	0	1	2	1	0	3	1	2
CTD-3105H18.16	0	0	0	0	0	0	0	0
RP11-138H11.1	0	0	0	1	0	0	0	1
IGFL1P1	0	0	0	0	0	0	1	0
AL391380.2	0	0	0	0	0	0	0	0
AL360181.1	0	0	0	0	0	0	0	0
CTD-2550O8.7	0	0	1	0	0	0	0	0
AC026740.1	1	5	1	1	9	6	3	0
CTD-3099C6.7	0	0	0	0	0	0	0	0
CTD-2616J11.14	0	0	0	0	0	0	0	0
AC006014.1	13	12	3	6	3	11	9	8
CTD-3233P19.8	0	0	0	0	0	0	0	0
PLCE1-AS1	0	1	2	16	0	22	1	9
A1BG-AS1	38	48	45	44	22	37	44	55
RP11-256I23.1	0	2	1	1	1	1	3	4
AC007377.1	0	0	0	0	0	0	0	0
RP11-34P13.15	8	4	14	3	0	3	10	5
CTC-518B2.9	0	0	0	0	0	0	0	0
VN1R92P	0	0	0	0	0	0	0	0
CTD-2619J13.17	50	36	99	47	75	95	64	41
AC026806.2	15	43	29	113	28	228	18	114
AL645922.1	0	0	0	0	0	0	0	0
AL161645.2	1	0	1	1	0	0	0	0
DKFZP434H0512	3	3	5	1	4	6	1	1
FLJ00418	4	5	5	4	6	14	4	6
RP11-886P16.6	0	0	2	0	0	0	0	1
AP003062.1	0	0	0	0	0	0	0	0
AC005387.3	4	2	4	2	0	2	3	0
MGC4294	0	0	0	0	0	0	1	0
CTD-2192J16.26	0	2	2	1	2	1	2	0
AD000684.2	6	3	3	2	7	6	6	1
AC004017.1	3	4	3	1	12	4	5	4
MRPS17P1	0	0	0	0	0	0	1	0
AC114494.1	0	1	0	1	2	5	1	1
RP11-149F8.3	2	1	3	1	5	1	2	1
AC020952.1	1	0	0	0	0	1	0	0
LRLE1	0	1	2	1	2	0	0	0
SIGLEC26P	0	0	0	0	0	0	0	0
AC091150.1	0	0	0	0	0	0	0	0
ERVV-2	0	0	0	0	1	0	0	0
AC061992.1	0	1	1	0	0	0	0	0
RP11-1281K21.10	0	0	0	0	0	0	1	0
CTD-3099C6.11	11	14	10	6	12	17	9	4
MIA-RAB4B	0	0	0	0	0	0	0	0
PIH1	0	0	0	0	0	0	0	0
CTC-457E21.9	0	0	0	0	0	1	0	0
AC005253.4	0	0	0	0	0	0	0	0
CTD-2528A14.1	0	0	0	0	0	0	0	0
AC225613.8	0	0	0	0	0	0	0	0
CTC-435M10.10	0	0	0	0	0	0	0	0
FAM231C	0	0	0	0	0	0	0	0
CTB-175P5.2	0	0	0	0	0	0	0	0
VN1R82P	4	2	6	1	5	9	2	7
AL807752.1	11	3	6	4	5	8	8	5
AC108868.1	0	0	0	0	0	0	0	0
ZNF818P	21	17	20	16	19	24	20	15
SLC6A21P	0	0	0	0	0	0	0	0
AL050303.1	0	1	0	0	1	0	0	0
CTB-147N14.4	0	0	1	0	0	0	0	1
AP001362.1	0	0	0	0	0	0	1	0
AC005932.1	6	1	11	2	6	10	11	6
CR753864.1	0	0	0	0	0	0	0	0
CTD-3187F8.12	0	0	0	0	0	0	0	0
CTC-457E21.5	0	0	0	0	0	0	0	0
AC003006.7	0	0	0	0	0	0	0	0
AC010368.2	0	0	0	0	0	0	0	0
MTRNR2L12	399	372	619	391	885	1031	325	373
AC016629.7	0	0	0	0	0	0	0	0
CTD-2521M24.10	0	0	0	0	0	0	0	0
CTC-523E23.6	0	0	1	0	0	0	0	0
AP001462.6	3	4	4	2	6	3	3	3
AP001925.1	0	0	0	0	0	0	0	0
CTC-429P9.3	86	90	94	64	99	117	61	74
AC009041.2	0	0	0	0	0	0	0	0
Z98049.1	3	11	4	2	5	22	3	3
AC092291.2	0	0	0	0	0	0	0	0
CTC-360G5.6	0	0	0	0	0	0	0	0
CTD-2245F17.3	18	20	43	13	17	30	33	27
CTD-2521M24.8	0	0	0	0	0	0	0	0
CTD-2619J13.3	6	6	8	2	4	7	5	6
CALR3	0	0	0	0	0	0	0	0
AL160286.1	0	0	0	0	0	0	0	0
CTD-2528A14.5	0	0	0	0	0	1	0	0
ZNF728	0	1	1	0	1	0	1	1
RP11-256I23.2	0	1	2	1	6	1	0	1
CTC-471F3.5	15	7	50	16	56	37	24	20
AC138517.1	0	0	0	0	0	0	0	0
CTD-3187F8.14	0	0	0	0	0	0	0	0
AC099344.1	0	0	0	0	0	0	0	0
CTD-2620I22.1	0	0	0	0	1	0	0	0
AC009977.1	0	0	0	0	0	0	0	0
CTD-3222D19.10	0	0	0	0	0	0	0	0
CTC-523E23.5	0	0	0	0	0	0	0	0
AP003733.1	6	7	7	4	13	14	7	2
CTD-2126E3.3	0	0	1	1	2	1	2	0
AC007773.3	0	0	0	0	0	0	0	0
AC006449.1	0	0	0	0	0	0	0	0
AC010646.3	0	0	0	0	0	0	0	0
AC003682.17	0	0	0	0	0	0	0	0
AC114494.2	0	0	0	0	0	0	0	0
CTD-2525I3.5	1	0	4	2	5	2	3	2
AC002472.1	0	0	1	0	0	0	0	0
AL035681.1	1	0	1	0	0	1	0	0
CTD-2619J13.23	0	0	0	0	0	0	0	0
RP11-15H20.7	0	0	0	0	0	0	0	0
TRABD2B	28	63	20	12	14	19	49	58
AL121901.1	0	0	0	0	0	0	0	0
FAM90A28P	0	2	0	0	0	0	0	0
AL133318.1	0	0	0	0	0	0	0	1
AC007216.2	0	0	0	0	0	0	0	0
AC007193.10	0	3	0	7	1	0	2	6
RP11-98F14.11	0	0	1	0	1	0	0	1
SIGLEC28P	0	0	0	0	0	0	0	0
AC004447.2	64	53	68	30	72	80	59	36
ZNF209P	0	0	0	0	0	0	0	0
CTD-3193O13.8	1	0	0	0	0	0	0	0
AC007192.6	0	0	0	0	0	0	0	0
CTD-2542C24.7	0	0	1	0	0	0	0	0
AC092301.3	2	2	5	1	2	3	1	2
AC007193.8	0	0	0	0	0	0	0	0
CTD-3193O13.10	1	1	0	1	3	2	0	1
AC006539.4	0	0	0	0	0	0	0	0
AL009178.1	0	0	0	0	0	0	0	0
AC234771.2	0	0	0	0	0	0	0	0
CU151838.2	0	0	0	0	0	0	0	0
CTD-3131K8.3	3	0	5	3	6	1	3	1
CTB-25J19.9	0	0	0	0	0	0	0	0
AC069547.1	17	5	30	8	25	24	12	4
CR753845.1	0	0	0	0	0	0	0	0
AC004528.1	0	0	0	0	0	0	0	0
CTC-218B8.3	0	0	0	0	0	0	0	0
AC093157.1	5	4	3	4	7	2	3	3
RP11-727F15.12	7	0	2	3	3	2	1	0
L34079.3	0	0	0	0	0	0	0	0
CTC-326K19.6	0	0	0	0	0	0	0	0
CTD-3073N11.5	0	0	0	0	0	0	0	0
AC010760.1	0	0	0	0	0	0	0	0
AC234771.3	0	0	0	0	0	0	0	0
FLJ00325	0	0	0	0	0	0	0	0
LINC01082	5	2	1	0	3	6	3	0
CTB-60E11.12	0	0	0	0	0	0	0	0
RP11-573N10.1	0	0	0	0	0	0	0	0
FBXO17	509	434	614	343	681	673	567	509
AC005387.2	1	4	6	3	4	4	1	3
AC006942.4	0	0	0	0	0	0	0	0
AC090574.1	0	0	0	0	0	0	0	0
AC003973.5	0	0	0	0	0	0	0	0
RP4-614O4.12	9	6	9	6	13	25	11	11
AC005606.1	0	0	0	0	0	0	0	0
AC019171.1	0	1	0	1	0	0	1	1
AC008964.1	0	0	0	0	0	0	0	0
AC005000.3	0	0	0	0	0	0	0	0
LINC00528	0	0	0	1	0	0	0	1
AL158091.1	0	0	0	0	0	0	0	0
RP11-15E1.3	0	0	0	0	0	0	1	1
RP11-345P4.6	14	14	12	3	15	8	20	19
CTD-3214H19.12	0	0	0	0	0	0	0	0
AC233728.1	0	0	0	0	0	0	0	0
AC108004.1	0	0	0	0	0	0	0	0
HCCAT3	1	0	0	1	3	3	2	2
CTD-2619J13.1	0	1	0	0	1	0	0	0
CTD-2561J22.3	0	0	0	0	0	0	0	0
CTD-2192J16.22	0	0	0	0	0	0	0	0
CTD-2231E14.8	4	0	4	0	6	10	5	2
RPL23AP78	0	0	0	0	0	0	0	0
CTC-246B18.10	1	1	1	1	3	2	2	1
SIGLEC21P	0	0	0	0	0	0	0	0
RP11-325D15.2	0	0	0	0	0	0	1	0
HUG1	0	0	0	0	0	0	0	0
AC008498.1	0	0	0	0	0	0	0	0
CTD-2105E13.15	0	0	0	0	0	1	0	0
AL136376.1	0	0	0	0	0	0	0	0
AC024257.1	0	0	0	0	0	0	0	0
AC036108.1	0	0	0	0	0	0	0	0
CTD-2245F17.6	0	0	0	0	0	0	0	0
CTB-92J24.3	0	16	2	15	4	10	1	12
RP11-869B15.1	10	9	11	12	12	10	6	12
AC010877.1	1	0	0	0	0	0	0	0
CTB-12A17.3	0	0	0	0	0	0	0	0
ZSCAN16-AS1	75	95	73	66	59	115	66	84
AL358113.1	0	0	0	0	0	0	0	0
AC005614.3	0	2	0	0	0	0	0	0
CTD-2529P6.3	1	2	0	0	0	3	1	0
AC110771.1	1	2	3	1	3	0	1	2
CTD-2527I21.7	0	0	0	0	0	0	0	0
AC010522.1	1	2	0	0	0	0	1	0
AL158147.2	0	1	0	0	0	0	1	0
CTD-2278I10.6	0	0	0	0	0	0	0	0
AL645608.2	0	0	0	0	0	0	0	0
AC231657.1	0	0	0	0	0	0	0	0
AC139677.9	0	0	0	0	0	0	0	0
CTC-457E21.4	0	0	0	0	0	0	0	0
AC007292.3	2	5	3	1	2	2	2	8
VN1R93P	0	0	0	0	0	0	0	0
CTC-453G23.4	0	0	0	0	0	0	0	1
CTC-457E21.3	0	0	0	0	0	0	0	0
AL445258.2	0	0	0	0	0	0	0	0
AL591479.1	34	13	59	17	68	62	47	43
AC139768.1	0	0	1	0	0	0	0	0
